subscription_id,user_id,plan_name,price_monthly,max_streams,max_resolution,max_profiles,status,start_date,end_date,auto_renew,created_at
882,566,Standard,43.99,2,1080p,5,active,2021-08-20,,true,2021-08-20 00:00:00
883,567,Basic,29.99,1,720p,2,active,2022-11-06,,true,2022-11-06 00:00:00
884,568,Standard,43.99,2,1080p,5,active,2020-05-15,,true,2020-05-15 00:00:00
885,569,Basic,29.99,1,720p,2,active,2020-09-05,,true,2020-09-05 00:00:00
886,570,Basic,29.99,1,720p,2,active,2021-12-29,,true,2021-12-29 00:00:00
887,571,Premium,59.99,4,4K,5,active,2022-08-20,,true,2022-08-20 00:00:00
888,572,Basic,29.99,1,720p,2,cancelled,2021-08-05,2022-05-26,false,2021-08-05 00:00:00
889,572,Basic,29.99,1,720p,2,expired,2022-08-19,2023-07-03,false,2022-08-19 00:00:00
890,572,Basic,29.99,1,720p,2,active,2024-04-19,,true,2024-04-19 00:00:00
891,573,Standard,43.99,2,1080p,5,expired,2021-04-13,2021-09-25,false,2021-04-13 00:00:00
892,573,Standard,43.99,2,1080p,5,active,2022-02-14,,true,2022-02-14 00:00:00
893,574,Basic,29.99,1,720p,2,active,2020-10-28,,true,2020-10-28 00:00:00
894,575,Basic,29.99,1,720p,2,cancelled,2025-02-25,2025-08-09,true,2025-02-25 00:00:00
895,575,Standard,43.99,2,1080p,5,expired,2023-11-17,2023-12-30,false,2023-11-17 00:00:00
896,575,Basic,29.99,1,720p,2,active,2024-10-13,,true,2024-10-13 00:00:00
897,576,Basic,29.99,1,720p,2,cancelled,2023-04-25,2023-11-09,false,2023-04-25 00:00:00
898,576,Basic,29.99,1,720p,2,active,2021-10-22,,true,2021-10-22 00:00:00
899,577,Standard,43.99,2,1080p,5,expired,2024-10-20,2025-05-04,false,2024-10-20 00:00:00
900,577,Standard,43.99,2,1080p,5,cancelled,2023-11-16,2024-02-17,true,2023-11-16 00:00:00
901,577,Basic,29.99,1,720p,2,active,2023-07-28,,true,2023-07-28 00:00:00
902,578,Basic,29.99,1,720p,2,active,2022-03-16,,true,2022-03-16 00:00:00
903,579,Basic,29.99,1,720p,2,active,2023-09-13,,true,2023-09-13 00:00:00
904,580,Standard,43.99,2,1080p,5,active,2021-06-21,,true,2021-06-21 00:00:00
905,581,Premium,59.99,4,4K,5,cancelled,2024-04-20,2025-01-12,false,2024-04-20 00:00:00
906,581,Standard,43.99,2,1080p,5,active,2022-09-25,,true,2022-09-25 00:00:00
907,582,Premium,59.99,4,4K,5,active,2022-06-28,,true,2022-06-28 00:00:00
908,583,Standard,43.99,2,1080p,5,active,2023-08-14,,true,2023-08-14 00:00:00
909,584,Standard,43.99,2,1080p,5,cancelled,2022-02-27,2022-07-18,true,2022-02-27 00:00:00
910,584,Standard,43.99,2,1080p,5,active,2025-03-23,,true,2025-03-23 00:00:00
911,585,Standard,43.99,2,1080p,5,active,2024-04-11,,true,2024-04-11 00:00:00
912,586,Basic,29.99,1,720p,2,expired,2021-11-16,2022-08-04,true,2021-11-16 00:00:00
913,586,Premium,59.99,4,4K,5,active,2022-10-12,,true,2022-10-12 00:00:00
914,587,Basic,29.99,1,720p,2,expired,2020-03-23,2020-12-24,false,2020-03-23 00:00:00
915,587,Premium,59.99,4,4K,5,active,2024-02-29,,true,2024-02-29 00:00:00
916,588,Basic,29.99,1,720p,2,expired,2022-10-10,2023-04-26,true,2022-10-10 00:00:00
917,588,Premium,59.99,4,4K,5,active,2021-01-25,,true,2021-01-25 00:00:00
918,589,Standard,43.99,2,1080p,5,cancelled,2022-03-07,2023-01-20,false,2022-03-07 00:00:00
919,589,Premium,59.99,4,4K,5,active,2021-09-07,,true,2021-09-07 00:00:00
920,590,Basic,29.99,1,720p,2,active,2024-11-09,,true,2024-11-09 00:00:00
921,591,Standard,43.99,2,1080p,5,cancelled,2022-11-04,2023-06-07,false,2022-11-04 00:00:00
922,591,Standard,43.99,2,1080p,5,active,2023-03-10,,true,2023-03-10 00:00:00
923,592,Basic,29.99,1,720p,2,active,2024-07-13,,true,2024-07-13 00:00:00
924,593,Standard,43.99,2,1080p,5,active,2020-07-25,,true,2020-07-25 00:00:00
925,594,Premium,59.99,4,4K,5,active,2020-08-02,,true,2020-08-02 00:00:00
926,595,Standard,43.99,2,1080p,5,active,2021-10-04,,true,2021-10-04 00:00:00
927,596,Premium,59.99,4,4K,5,active,2022-07-03,,true,2022-07-03 00:00:00
928,597,Standard,43.99,2,1080p,5,expired,2025-05-15,2025-08-03,false,2025-05-15 00:00:00
929,597,Standard,43.99,2,1080p,5,active,2021-04-03,,true,2021-04-03 00:00:00
930,598,Basic,29.99,1,720p,2,active,2023-08-19,,true,2023-08-19 00:00:00
931,599,Premium,59.99,4,4K,5,active,2021-04-11,,true,2021-04-11 00:00:00
932,600,Standard,43.99,2,1080p,5,active,2023-08-06,,true,2023-08-06 00:00:00
933,601,Standard,43.99,2,1080p,5,active,2025-01-10,,true,2025-01-10 00:00:00
934,602,Basic,29.99,1,720p,2,active,2024-08-30,,true,2024-08-30 00:00:00
935,603,Basic,29.99,1,720p,2,active,2022-08-09,,true,2022-08-09 00:00:00
936,604,Standard,43.99,2,1080p,5,active,2020-10-18,,true,2020-10-18 00:00:00
937,605,Basic,29.99,1,720p,2,active,2020-02-11,,true,2020-02-11 00:00:00
938,606,Basic,29.99,1,720p,2,expired,2021-09-22,2022-08-30,false,2021-09-22 00:00:00
939,606,Standard,43.99,2,1080p,5,active,2024-07-30,,true,2024-07-30 00:00:00
940,607,Standard,43.99,2,1080p,5,expired,2020-04-25,2020-05-27,false,2020-04-25 00:00:00
941,607,Standard,43.99,2,1080p,5,active,2025-04-13,,true,2025-04-13 00:00:00
942,608,Standard,43.99,2,1080p,5,active,2023-08-27,,true,2023-08-27 00:00:00
943,609,Standard,43.99,2,1080p,5,active,2022-05-13,,true,2022-05-13 00:00:00
944,610,Standard,43.99,2,1080p,5,active,2020-01-06,,true,2020-01-06 00:00:00
945,611,Basic,29.99,1,720p,2,active,2022-10-12,,true,2022-10-12 00:00:00
946,612,Standard,43.99,2,1080p,5,cancelled,2020-12-15,2021-10-25,false,2020-12-15 00:00:00
947,612,Standard,43.99,2,1080p,5,active,2024-08-22,,true,2024-08-22 00:00:00
948,613,Standard,43.99,2,1080p,5,expired,2021-08-10,2022-03-25,false,2021-08-10 00:00:00
949,613,Basic,29.99,1,720p,2,active,2025-02-08,,true,2025-02-08 00:00:00
950,614,Standard,43.99,2,1080p,5,active,2021-10-11,,true,2021-10-11 00:00:00
951,615,Basic,29.99,1,720p,2,active,2024-12-10,,true,2024-12-10 00:00:00
952,616,Standard,43.99,2,1080p,5,active,2024-04-04,,true,2024-04-04 00:00:00
953,617,Standard,43.99,2,1080p,5,cancelled,2024-10-25,2024-12-07,false,2024-10-25 00:00:00
954,617,Standard,43.99,2,1080p,5,active,2021-01-29,,true,2021-01-29 00:00:00
955,618,Standard,43.99,2,1080p,5,expired,2021-05-29,2022-05-28,false,2021-05-29 00:00:00
956,618,Premium,59.99,4,4K,5,active,2024-06-24,,true,2024-06-24 00:00:00
957,619,Standard,43.99,2,1080p,5,active,2022-02-08,,true,2022-02-08 00:00:00
958,620,Standard,43.99,2,1080p,5,expired,2020-12-26,2021-12-15,true,2020-12-26 00:00:00
959,620,Basic,29.99,1,720p,2,active,2021-07-23,,true,2021-07-23 00:00:00
960,621,Standard,43.99,2,1080p,5,active,2025-03-24,,true,2025-03-24 00:00:00
961,622,Basic,29.99,1,720p,2,expired,2022-07-03,2022-09-09,false,2022-07-03 00:00:00
962,622,Standard,43.99,2,1080p,5,active,2025-03-06,,true,2025-03-06 00:00:00
963,623,Standard,43.99,2,1080p,5,active,2022-12-17,,true,2022-12-17 00:00:00
964,624,Standard,43.99,2,1080p,5,active,2020-04-30,,true,2020-04-30 00:00:00
965,625,Basic,29.99,1,720p,2,active,2023-01-14,,true,2023-01-14 00:00:00
966,626,Basic,29.99,1,720p,2,active,2025-02-02,,true,2025-02-02 00:00:00
967,627,Basic,29.99,1,720p,2,active,2021-01-27,,true,2021-01-27 00:00:00
968,628,Standard,43.99,2,1080p,5,active,2022-07-16,,true,2022-07-16 00:00:00
969,629,Basic,29.99,1,720p,2,active,2021-12-28,,true,2021-12-28 00:00:00
970,630,Basic,29.99,1,720p,2,active,2024-08-24,,true,2024-08-24 00:00:00
971,631,Standard,43.99,2,1080p,5,cancelled,2023-06-22,2024-02-15,false,2023-06-22 00:00:00
972,631,Standard,43.99,2,1080p,5,active,2023-11-06,,true,2023-11-06 00:00:00
973,632,Basic,29.99,1,720p,2,active,2020-07-07,,true,2020-07-07 00:00:00
974,633,Basic,29.99,1,720p,2,expired,2021-04-25,2021-10-11,false,2021-04-25 00:00:00
975,633,Premium,59.99,4,4K,5,active,2020-01-03,,true,2020-01-03 00:00:00
976,634,Standard,43.99,2,1080p,5,expired,2021-12-01,2022-08-20,false,2021-12-01 00:00:00
977,634,Standard,43.99,2,1080p,5,expired,2022-05-08,2023-05-01,false,2022-05-08 00:00:00
978,634,Premium,59.99,4,4K,5,active,2022-03-19,,true,2022-03-19 00:00:00
979,635,Standard,43.99,2,1080p,5,active,2021-01-29,,true,2021-01-29 00:00:00
980,636,Standard,43.99,2,1080p,5,expired,2022-09-09,2023-03-12,true,2022-09-09 00:00:00
981,636,Basic,29.99,1,720p,2,active,2020-01-06,,true,2020-01-06 00:00:00
982,637,Standard,43.99,2,1080p,5,active,2020-02-13,,true,2020-02-13 00:00:00
983,638,Premium,59.99,4,4K,5,cancelled,2021-05-09,2021-10-10,true,2021-05-09 00:00:00
984,638,Premium,59.99,4,4K,5,active,2024-12-30,,true,2024-12-30 00:00:00
985,639,Premium,59.99,4,4K,5,cancelled,2020-08-28,2021-03-05,false,2020-08-28 00:00:00
986,639,Standard,43.99,2,1080p,5,active,2024-11-04,,true,2024-11-04 00:00:00
987,640,Basic,29.99,1,720p,2,active,2022-02-07,,true,2022-02-07 00:00:00
988,641,Standard,43.99,2,1080p,5,expired,2021-03-26,2021-05-01,false,2021-03-26 00:00:00
989,641,Premium,59.99,4,4K,5,expired,2020-12-03,2021-10-07,false,2020-12-03 00:00:00
990,641,Premium,59.99,4,4K,5,active,2023-12-23,,true,2023-12-23 00:00:00
991,642,Standard,43.99,2,1080p,5,active,2024-08-31,,true,2024-08-31 00:00:00
992,643,Standard,43.99,2,1080p,5,active,2020-05-07,,true,2020-05-07 00:00:00
993,644,Premium,59.99,4,4K,5,expired,2020-08-16,2021-03-14,false,2020-08-16 00:00:00
994,644,Standard,43.99,2,1080p,5,cancelled,2022-06-03,2023-01-22,true,2022-06-03 00:00:00
995,644,Standard,43.99,2,1080p,5,active,2021-03-27,,true,2021-03-27 00:00:00
996,645,Premium,59.99,4,4K,5,active,2020-04-28,,true,2020-04-28 00:00:00
997,646,Basic,29.99,1,720p,2,active,2020-08-30,,true,2020-08-30 00:00:00
998,647,Standard,43.99,2,1080p,5,active,2023-03-21,,true,2023-03-21 00:00:00
999,648,Standard,43.99,2,1080p,5,expired,2023-05-31,2024-02-05,false,2023-05-31 00:00:00
1000,648,Basic,29.99,1,720p,2,active,2023-03-24,,true,2023-03-24 00:00:00
1001,649,Standard,43.99,2,1080p,5,cancelled,2023-03-08,2024-02-19,false,2023-03-08 00:00:00
1002,649,Basic,29.99,1,720p,2,expired,2021-07-09,2022-06-19,false,2021-07-09 00:00:00
1003,649,Basic,29.99,1,720p,2,active,2020-10-31,,true,2020-10-31 00:00:00
1004,650,Premium,59.99,4,4K,5,active,2022-11-13,,true,2022-11-13 00:00:00
1005,651,Standard,43.99,2,1080p,5,active,2024-03-17,,true,2024-03-17 00:00:00
1006,652,Standard,43.99,2,1080p,5,active,2023-12-29,,true,2023-12-29 00:00:00
1007,653,Premium,59.99,4,4K,5,active,2023-01-09,,true,2023-01-09 00:00:00
1008,654,Standard,43.99,2,1080p,5,active,2021-06-08,,true,2021-06-08 00:00:00
1009,655,Standard,43.99,2,1080p,5,expired,2022-12-23,2023-08-10,false,2022-12-23 00:00:00
1010,655,Standard,43.99,2,1080p,5,active,2020-12-28,,true,2020-12-28 00:00:00
1011,656,Basic,29.99,1,720p,2,active,2022-10-25,,true,2022-10-25 00:00:00
1012,657,Standard,43.99,2,1080p,5,active,2020-01-26,,true,2020-01-26 00:00:00
1013,658,Premium,59.99,4,4K,5,expired,2020-05-12,2020-11-24,true,2020-05-12 00:00:00
1014,658,Premium,59.99,4,4K,5,active,2023-04-24,,true,2023-04-24 00:00:00
1015,659,Basic,29.99,1,720p,2,cancelled,2024-10-10,2025-02-27,false,2024-10-10 00:00:00
1016,659,Premium,59.99,4,4K,5,cancelled,2020-05-14,2020-11-27,false,2020-05-14 00:00:00
1017,659,Premium,59.99,4,4K,5,active,2022-12-04,,true,2022-12-04 00:00:00
1018,660,Basic,29.99,1,720p,2,cancelled,2025-01-30,2025-11-29,true,2025-01-30 00:00:00
1019,660,Basic,29.99,1,720p,2,expired,2021-09-23,2022-08-30,false,2021-09-23 00:00:00
1020,660,Premium,59.99,4,4K,5,active,2024-07-19,,true,2024-07-19 00:00:00
1021,661,Standard,43.99,2,1080p,5,expired,2020-06-12,2021-02-12,false,2020-06-12 00:00:00
1022,661,Basic,29.99,1,720p,2,active,2021-07-24,,true,2021-07-24 00:00:00
1023,662,Basic,29.99,1,720p,2,cancelled,2023-09-15,2023-12-08,false,2023-09-15 00:00:00
1024,662,Standard,43.99,2,1080p,5,active,2023-08-01,,true,2023-08-01 00:00:00
1025,663,Premium,59.99,4,4K,5,active,2020-06-24,,true,2020-06-24 00:00:00
1026,664,Basic,29.99,1,720p,2,cancelled,2022-01-16,2022-04-10,false,2022-01-16 00:00:00
1027,664,Basic,29.99,1,720p,2,active,2021-05-09,,true,2021-05-09 00:00:00
1028,665,Standard,43.99,2,1080p,5,active,2020-02-17,,true,2020-02-17 00:00:00
1029,666,Premium,59.99,4,4K,5,active,2023-05-01,,true,2023-05-01 00:00:00
1030,667,Standard,43.99,2,1080p,5,active,2021-09-17,,true,2021-09-17 00:00:00
1031,668,Basic,29.99,1,720p,2,active,2024-04-25,,true,2024-04-25 00:00:00
1032,669,Premium,59.99,4,4K,5,active,2020-05-12,,true,2020-05-12 00:00:00
1033,670,Standard,43.99,2,1080p,5,active,2021-04-01,,true,2021-04-01 00:00:00
1034,671,Premium,59.99,4,4K,5,expired,2023-02-20,2024-01-05,false,2023-02-20 00:00:00
1035,671,Premium,59.99,4,4K,5,active,2023-12-11,,true,2023-12-11 00:00:00
1036,672,Basic,29.99,1,720p,2,cancelled,2022-06-07,2023-04-06,false,2022-06-07 00:00:00
1037,672,Basic,29.99,1,720p,2,active,2022-10-22,,true,2022-10-22 00:00:00
1038,673,Standard,43.99,2,1080p,5,cancelled,2023-08-04,2024-04-06,false,2023-08-04 00:00:00
1039,673,Standard,43.99,2,1080p,5,active,2025-01-01,,true,2025-01-01 00:00:00
1040,674,Basic,29.99,1,720p,2,cancelled,2022-05-28,2023-05-20,false,2022-05-28 00:00:00
1041,674,Standard,43.99,2,1080p,5,cancelled,2020-07-29,2021-04-29,false,2020-07-29 00:00:00
1042,674,Standard,43.99,2,1080p,5,active,2024-09-06,,true,2024-09-06 00:00:00
1043,675,Basic,29.99,1,720p,2,cancelled,2022-04-18,2023-01-13,true,2022-04-18 00:00:00
1044,675,Premium,59.99,4,4K,5,active,2021-12-02,,true,2021-12-02 00:00:00
1045,676,Standard,43.99,2,1080p,5,expired,2023-02-09,2023-05-28,true,2023-02-09 00:00:00
1046,676,Standard,43.99,2,1080p,5,active,2021-06-06,,true,2021-06-06 00:00:00
1047,677,Standard,43.99,2,1080p,5,expired,2023-12-08,2024-09-10,true,2023-12-08 00:00:00
1048,677,Premium,59.99,4,4K,5,active,2020-03-09,,true,2020-03-09 00:00:00
1049,678,Basic,29.99,1,720p,2,active,2022-01-18,,true,2022-01-18 00:00:00
1050,679,Premium,59.99,4,4K,5,active,2024-11-06,,true,2024-11-06 00:00:00
1051,680,Standard,43.99,2,1080p,5,active,2023-04-22,,true,2023-04-22 00:00:00
1052,681,Standard,43.99,2,1080p,5,active,2024-05-02,,true,2024-05-02 00:00:00
1053,682,Standard,43.99,2,1080p,5,active,2021-09-14,,true,2021-09-14 00:00:00
1054,683,Standard,43.99,2,1080p,5,expired,2023-08-14,2023-11-03,false,2023-08-14 00:00:00
1055,683,Standard,43.99,2,1080p,5,active,2024-09-22,,true,2024-09-22 00:00:00
1056,684,Standard,43.99,2,1080p,5,active,2021-03-09,,true,2021-03-09 00:00:00
1057,685,Standard,43.99,2,1080p,5,active,2023-05-11,,true,2023-05-11 00:00:00
1058,686,Basic,29.99,1,720p,2,active,2020-10-06,,true,2020-10-06 00:00:00
1059,687,Premium,59.99,4,4K,5,cancelled,2021-03-10,2021-08-21,false,2021-03-10 00:00:00
1060,687,Premium,59.99,4,4K,5,active,2020-10-23,,true,2020-10-23 00:00:00
1061,688,Premium,59.99,4,4K,5,active,2023-11-29,,true,2023-11-29 00:00:00
1062,689,Basic,29.99,1,720p,2,expired,2023-03-28,2023-09-30,false,2023-03-28 00:00:00
1063,689,Basic,29.99,1,720p,2,active,2022-11-02,,true,2022-11-02 00:00:00
1064,690,Standard,43.99,2,1080p,5,active,2024-03-02,,true,2024-03-02 00:00:00
1065,691,Standard,43.99,2,1080p,5,active,2021-02-10,,true,2021-02-10 00:00:00
1066,692,Basic,29.99,1,720p,2,cancelled,2020-07-06,2020-12-06,false,2020-07-06 00:00:00
1067,692,Basic,29.99,1,720p,2,active,2020-09-04,,true,2020-09-04 00:00:00
1068,693,Premium,59.99,4,4K,5,active,2022-09-04,,true,2022-09-04 00:00:00
1069,694,Basic,29.99,1,720p,2,active,2020-07-23,,true,2020-07-23 00:00:00
1070,695,Standard,43.99,2,1080p,5,cancelled,2021-03-07,2022-02-18,false,2021-03-07 00:00:00
1071,695,Premium,59.99,4,4K,5,active,2022-01-24,,true,2022-01-24 00:00:00
1072,696,Basic,29.99,1,720p,2,cancelled,2022-08-21,2023-03-24,true,2022-08-21 00:00:00
1073,696,Premium,59.99,4,4K,5,active,2023-06-02,,true,2023-06-02 00:00:00
1074,697,Basic,29.99,1,720p,2,active,2021-10-16,,true,2021-10-16 00:00:00
1075,698,Premium,59.99,4,4K,5,cancelled,2023-10-27,2024-03-17,true,2023-10-27 00:00:00
1076,698,Basic,29.99,1,720p,2,active,2023-12-01,,true,2023-12-01 00:00:00
1077,699,Standard,43.99,2,1080p,5,active,2023-03-11,,true,2023-03-11 00:00:00
1078,700,Standard,43.99,2,1080p,5,active,2024-06-09,,true,2024-06-09 00:00:00
1079,701,Standard,43.99,2,1080p,5,active,2025-04-15,,true,2025-04-15 00:00:00
1080,702,Standard,43.99,2,1080p,5,active,2022-10-02,,true,2022-10-02 00:00:00
1081,703,Basic,29.99,1,720p,2,active,2020-02-08,,true,2020-02-08 00:00:00
1082,704,Standard,43.99,2,1080p,5,active,2024-10-20,,true,2024-10-20 00:00:00
1083,705,Premium,59.99,4,4K,5,cancelled,2025-01-03,2025-07-08,false,2025-01-03 00:00:00
1084,705,Basic,29.99,1,720p,2,active,2025-01-01,,true,2025-01-01 00:00:00
1085,706,Standard,43.99,2,1080p,5,active,2023-10-22,,true,2023-10-22 00:00:00
1086,707,Standard,43.99,2,1080p,5,active,2021-01-18,,true,2021-01-18 00:00:00
1087,708,Standard,43.99,2,1080p,5,active,2022-06-21,,true,2022-06-21 00:00:00
1088,709,Standard,43.99,2,1080p,5,expired,2020-02-17,2020-10-23,false,2020-02-17 00:00:00
1089,709,Basic,29.99,1,720p,2,active,2023-08-03,,true,2023-08-03 00:00:00
1090,710,Standard,43.99,2,1080p,5,active,2022-08-06,,true,2022-08-06 00:00:00
1091,711,Standard,43.99,2,1080p,5,cancelled,2022-01-22,2022-08-20,false,2022-01-22 00:00:00
1092,711,Premium,59.99,4,4K,5,active,2020-10-05,,true,2020-10-05 00:00:00
1093,712,Premium,59.99,4,4K,5,active,2025-04-03,,true,2025-04-03 00:00:00
1094,713,Basic,29.99,1,720p,2,expired,2022-07-31,2023-03-09,false,2022-07-31 00:00:00
1095,713,Basic,29.99,1,720p,2,active,2022-01-27,,true,2022-01-27 00:00:00
1096,714,Basic,29.99,1,720p,2,active,2025-04-11,,true,2025-04-11 00:00:00
1097,715,Basic,29.99,1,720p,2,active,2024-05-07,,true,2024-05-07 00:00:00
1098,716,Standard,43.99,2,1080p,5,active,2020-07-14,,true,2020-07-14 00:00:00
1099,717,Premium,59.99,4,4K,5,expired,2022-09-03,2023-03-24,false,2022-09-03 00:00:00
1100,717,Premium,59.99,4,4K,5,active,2023-01-20,,true,2023-01-20 00:00:00
1101,718,Standard,43.99,2,1080p,5,active,2021-03-09,,true,2021-03-09 00:00:00
1102,719,Basic,29.99,1,720p,2,expired,2023-04-23,2024-03-18,false,2023-04-23 00:00:00
1103,719,Basic,29.99,1,720p,2,active,2020-03-04,,true,2020-03-04 00:00:00
1104,720,Standard,43.99,2,1080p,5,expired,2021-05-23,2022-03-08,true,2021-05-23 00:00:00
1105,720,Premium,59.99,4,4K,5,active,2023-02-01,,true,2023-02-01 00:00:00
1106,721,Basic,29.99,1,720p,2,cancelled,2023-12-13,2024-03-28,false,2023-12-13 00:00:00
1107,721,Premium,59.99,4,4K,5,active,2023-09-11,,true,2023-09-11 00:00:00
1108,722,Standard,43.99,2,1080p,5,expired,2022-07-16,2023-02-17,false,2022-07-16 00:00:00
1109,722,Premium,59.99,4,4K,5,active,2022-09-23,,true,2022-09-23 00:00:00
1110,723,Standard,43.99,2,1080p,5,expired,2021-11-11,2022-02-07,true,2021-11-11 00:00:00
1111,723,Standard,43.99,2,1080p,5,active,2022-02-24,,true,2022-02-24 00:00:00
1112,724,Basic,29.99,1,720p,2,active,2020-01-25,,true,2020-01-25 00:00:00
1113,725,Premium,59.99,4,4K,5,active,2021-02-24,,true,2021-02-24 00:00:00
1114,726,Premium,59.99,4,4K,5,expired,2023-10-17,2024-04-01,false,2023-10-17 00:00:00
1115,726,Basic,29.99,1,720p,2,active,2023-03-04,,true,2023-03-04 00:00:00
1116,727,Standard,43.99,2,1080p,5,cancelled,2022-11-26,2023-01-24,false,2022-11-26 00:00:00
1117,727,Standard,43.99,2,1080p,5,active,2024-12-12,,true,2024-12-12 00:00:00
1118,728,Basic,29.99,1,720p,2,expired,2023-03-13,2024-02-09,false,2023-03-13 00:00:00
1119,728,Basic,29.99,1,720p,2,expired,2021-11-27,2022-02-03,true,2021-11-27 00:00:00
1120,728,Standard,43.99,2,1080p,5,active,2024-10-04,,true,2024-10-04 00:00:00
1121,729,Standard,43.99,2,1080p,5,active,2020-11-07,,true,2020-11-07 00:00:00
1122,730,Basic,29.99,1,720p,2,cancelled,2023-04-07,2024-01-26,false,2023-04-07 00:00:00
1123,730,Standard,43.99,2,1080p,5,active,2021-09-18,,true,2021-09-18 00:00:00
1124,731,Standard,43.99,2,1080p,5,expired,2023-12-06,2024-09-14,false,2023-12-06 00:00:00
1125,731,Basic,29.99,1,720p,2,active,2020-04-27,,true,2020-04-27 00:00:00
1126,732,Standard,43.99,2,1080p,5,active,2023-07-22,,true,2023-07-22 00:00:00
1127,733,Standard,43.99,2,1080p,5,active,2021-11-13,,true,2021-11-13 00:00:00
1128,734,Standard,43.99,2,1080p,5,expired,2025-02-12,2025-06-12,false,2025-02-12 00:00:00
1129,734,Basic,29.99,1,720p,2,active,2023-04-05,,true,2023-04-05 00:00:00
1130,735,Standard,43.99,2,1080p,5,active,2020-10-14,,true,2020-10-14 00:00:00
1131,736,Basic,29.99,1,720p,2,active,2022-12-18,,true,2022-12-18 00:00:00
1132,737,Standard,43.99,2,1080p,5,active,2024-06-13,,true,2024-06-13 00:00:00
1133,738,Standard,43.99,2,1080p,5,expired,2024-04-10,2024-05-25,false,2024-04-10 00:00:00
1134,738,Basic,29.99,1,720p,2,active,2025-01-08,,true,2025-01-08 00:00:00
1135,739,Basic,29.99,1,720p,2,active,2023-05-05,,true,2023-05-05 00:00:00
1136,740,Premium,59.99,4,4K,5,cancelled,2023-12-12,2024-08-02,true,2023-12-12 00:00:00
1137,740,Premium,59.99,4,4K,5,active,2022-04-27,,true,2022-04-27 00:00:00
1138,741,Standard,43.99,2,1080p,5,active,2021-11-14,,true,2021-11-14 00:00:00
1139,742,Standard,43.99,2,1080p,5,expired,2021-06-18,2021-12-04,true,2021-06-18 00:00:00
1140,742,Premium,59.99,4,4K,5,cancelled,2024-05-15,2024-08-10,false,2024-05-15 00:00:00
1141,742,Basic,29.99,1,720p,2,active,2024-10-24,,true,2024-10-24 00:00:00
1142,743,Standard,43.99,2,1080p,5,expired,2024-10-14,2025-06-14,true,2024-10-14 00:00:00
1143,743,Standard,43.99,2,1080p,5,active,2025-05-05,,true,2025-05-05 00:00:00
1144,744,Premium,59.99,4,4K,5,active,2024-01-04,,true,2024-01-04 00:00:00
1145,745,Standard,43.99,2,1080p,5,active,2022-10-29,,true,2022-10-29 00:00:00
1146,746,Standard,43.99,2,1080p,5,active,2022-11-15,,true,2022-11-15 00:00:00
1147,747,Standard,43.99,2,1080p,5,cancelled,2024-04-28,2025-03-26,false,2024-04-28 00:00:00
1148,747,Standard,43.99,2,1080p,5,active,2022-09-26,,true,2022-09-26 00:00:00
1149,748,Premium,59.99,4,4K,5,active,2022-11-15,,true,2022-11-15 00:00:00
1150,749,Basic,29.99,1,720p,2,cancelled,2023-02-11,2023-05-14,false,2023-02-11 00:00:00
1151,749,Premium,59.99,4,4K,5,active,2020-05-14,,true,2020-05-14 00:00:00
1152,750,Premium,59.99,4,4K,5,expired,2021-07-25,2022-04-17,true,2021-07-25 00:00:00
1153,750,Basic,29.99,1,720p,2,active,2025-05-07,,true,2025-05-07 00:00:00
1154,751,Basic,29.99,1,720p,2,cancelled,2020-11-22,2021-07-07,false,2020-11-22 00:00:00
1155,751,Standard,43.99,2,1080p,5,active,2021-09-25,,true,2021-09-25 00:00:00
1156,752,Basic,29.99,1,720p,2,active,2020-09-25,,true,2020-09-25 00:00:00
1157,753,Basic,29.99,1,720p,2,cancelled,2022-09-29,2023-07-26,true,2022-09-29 00:00:00
1158,753,Premium,59.99,4,4K,5,active,2020-02-04,,true,2020-02-04 00:00:00
1159,754,Standard,43.99,2,1080p,5,active,2024-11-14,,true,2024-11-14 00:00:00
1160,755,Premium,59.99,4,4K,5,active,2022-12-13,,true,2022-12-13 00:00:00
1161,756,Basic,29.99,1,720p,2,active,2020-06-11,,true,2020-06-11 00:00:00
1162,757,Standard,43.99,2,1080p,5,active,2020-12-07,,true,2020-12-07 00:00:00
1163,758,Basic,29.99,1,720p,2,active,2024-10-21,,true,2024-10-21 00:00:00
1164,759,Standard,43.99,2,1080p,5,active,2020-09-23,,true,2020-09-23 00:00:00
1165,760,Basic,29.99,1,720p,2,expired,2020-07-02,2021-05-11,false,2020-07-02 00:00:00
1166,760,Basic,29.99,1,720p,2,active,2023-03-23,,true,2023-03-23 00:00:00
1167,761,Basic,29.99,1,720p,2,active,2020-03-28,,true,2020-03-28 00:00:00
1168,762,Premium,59.99,4,4K,5,active,2020-05-22,,true,2020-05-22 00:00:00
1169,763,Standard,43.99,2,1080p,5,active,2021-01-05,,true,2021-01-05 00:00:00
1170,764,Basic,29.99,1,720p,2,expired,2024-11-11,2025-11-02,true,2024-11-11 00:00:00
1171,764,Basic,29.99,1,720p,2,active,2023-08-28,,true,2023-08-28 00:00:00
1172,765,Basic,29.99,1,720p,2,active,2022-07-08,,true,2022-07-08 00:00:00
1173,766,Basic,29.99,1,720p,2,cancelled,2024-09-01,2025-08-02,false,2024-09-01 00:00:00
1174,766,Basic,29.99,1,720p,2,expired,2022-03-05,2023-02-13,false,2022-03-05 00:00:00
